Format,DataType,Size,Save,Load,FileSize (KB)
PickleV1,text,50000,1.21728282,0.67763381,537.42
PickleV1,ones,50000,0.014620399,0.003575802,196.1
PickleV1,int64,50000,0.020210838,0.00433917,391.42
PickleV1,datetime64,50000,0.018433571,0.004464626,391.44
PickleV1,floatToInt,50000,0.013338184,0.003612804,196.11
PickleV1,roundFloat,50000,0.018922997,0.004351616,391.42
PickleV2,category,50000,0.00881958,0.003945827,49.88
PickleV2,float64,50000,0.018609381,0.004093027,391.34
PickleV2,text,50000,1.204583979,0.674714804,537.33
PickleV2,ones,50000,0.014659214,0.00330801,196.02
PickleV2,int64,50000,0.020541191,0.004104996,391.33
PickleV2,datetime64,50000,0.018300629,0.004214001,391.36
PickleV2,floatToInt,50000,0.013276815,0.003326225,196.03
PickleV2,roundFloat,50000,0.019077158,0.004632378,391.34
pd_hdf5_table,category,50000,0.237249422,0.100390196,579.21
pd_hdf5_table,float64,50000,0.133847427,0.038564587,869.38
pd_hdf5_table,text,50000,0.177384806,0.062413168,677.29
pd_hdf5_table,ones,50000,0.131905222,0.038484812,677.33
pd_hdf5_table,int64,50000,0.133761406,0.03902216,869.38
pd_hdf5_table,datetime64,50000,0.131539202,0.039933014,869.38
pd_hdf5_table,floatToInt,50000,0.132589197,0.039111233,677.34
pd_hdf5_table,roundFloat,50000,0.131861639,0.039185619,869.38
pd_json_split,category,50000,0.188198614,19.10943899,1356.34
pd_json_split,float64,50000,0.379135799,9.425206184,1619.47
pd_json_split,text,50000,0.18115263,19.12264919,1161.03
pd_json_split,ones,50000,0.166425419,17.25373678,916.89
pd_json_split,int64,50000,0.240123367,17.29023581,1228.57
pd_json_split,datetime64,50000,0.598713636,17.33084979,1795.79
pd_json_split,floatToInt,50000,0.230079603,17.21944723,1440.58
pd_json_split,roundFloat,50000,0.382186413,9.441090393,1484.53
pd_csv,category,50000,0.270293808,0.108780241,526.27
pd_csv,float64,50000,0.407406616,0.146142387,1022.09
pd_csv,text,50000,0.271771002,0.14774518,526.27
pd_csv,ones,50000,0.274682999,0.128383589,379.78
pd_csv,int64,50000,0.319193602,0.146443176,642.64
pd_csv,datetime64,50000,1.277327204,0.245508575,1746.97
pd_csv,floatToInt,50000,0.303229427,0.144775629,610.51
pd_csv,roundFloat,50000,0.363885403,0.117163992,654.46
pd_json_index,category,50000,0.185726595,18.90917859,1356.34
pd_json_index,float64,50000,0.3768188,9.35886178,1619.47
pd_json_index,text,50000,0.180398417,18.9462636,1161.03
pd_json_index,ones,50000,0.166050196,17.13588719,916.89
pd_json_index,int64,50000,0.239421797,17.09316239,1228.57
pd_json_index,datetime64,50000,0.597346973,17.1862814,1795.79
pd_json_index,floatToInt,50000,0.227596807,17.0981524,1440.58
pd_json_index,roundFloat,50000,0.381597185,9.357940626,1484.53
pd_hdf5_fixed,category,50000,,,
pd_hdf5_fixed,float64,50000,0.069283009,0.026011229,788.29
pd_hdf5_fixed,text,50000,0.251470184,0.081711435,1960.35
pd_hdf5_fixed,ones,50000,0.055529022,0.025666618,592.98
pd_hdf5_fixed,int64,50000,0.059813404,0.02598958,788.29
pd_hdf5_fixed,datetime64,50000,0.060903788,0.026673222,788.29
pd_hdf5_fixed,floatToInt,50000,0.052519369,0.025676584,592.98
pd_hdf5_fixed,roundFloat,50000,0.059622383,0.026464224,788.29
lzmaPickleV2,category,50000,0.615862799,0.022470236,35.86
lzmaPickleV2,float64,50000,3.486275625,0.161611986,451.32
lzmaPickleV2,text,50000,2.701330805,1.081433201,30.85
lzmaPickleV2,ones,50000,0.597711229,0.029982185,0.85
lzmaPickleV2,int64,50000,4.763882971,0.111630392,189.43
lzmaPickleV2,datetime64,50000,4.198654604,0.148421383,238.67
lzmaPickleV2,floatToInt,50000,1.999501371,0.071336985,163.04
lzmaPickleV2,roundFloat,50000,3.183338976,0.092282009,188.18
pd_json_records,category,100000,0.379290819,38.09066701,2723.53
pd_json_records,float64,100000,0.774163008,18.87469358,3249.94
pd_json_records,text,100000,0.366180611,38.2279532,2332.9
pd_json_records,ones,100000,0.338580418,34.45918422,1844.62
pd_json_records,int64,100000,0.486006784,34.57639403,2468.15
pd_json_records,datetime64,100000,1.201253986,34.71306076,3602.43
pd_json_records,floatToInt,100000,0.463386202,34.50420079,2892.06
pd_json_records,roundFloat,100000,0.769394636,18.8880538,2980.2
cPickle,category,100000,0.079973984,0.071636009,369.6
cPickle,float64,100000,0.436612797,0.440528393,2315.26
cPickle,text,100000,0.661486435,0.60335784,1552.77
cPickle,ones,100000,0.337377357,0.292433596,1563.44
cPickle,int64,100000,0.587097597,0.546081591,2886.28
cPickle,datetime64,100000,0.531750584,0.50917182,2684.67
cPickle,floatToInt,100000,0.273129416,0.255410624,1343.15
cPickle,roundFloat,100000,0.401526403,0.419813967,2212.1
pd_msgpack_blosc,category,100000,0.011315823,0.006333399,95.66
pd_msgpack_blosc,float64,100000,0.065130234,0.012262392,763.99
pd_msgpack_blosc,text,100000,0.126567221,0.070787621,586.27
pd_msgpack_blosc,ones,100000,0.004919004,0.004303169,1.94
pd_msgpack_blosc,int64,100000,0.057396173,0.015821791,616.38
pd_msgpack_blosc,datetime64,100000,0.017089605,0.00813117,123.62
pd_msgpack_blosc,floatToInt,100000,0.033774185,0.007228374,333.91
pd_msgpack_blosc,roundFloat,100000,0.063911819,0.015881205,745.01
gzPickleV2,category,100000,0.037832165,0.011292028,62.93
gzPickleV2,float64,100000,0.204832363,0.029322433,751.16
gzPickleV2,text,100000,11.52873683,4.2975986,295.15
gzPickleV2,ones,100000,0.024901199,0.00889082,1
gzPickleV2,int64,100000,3.376799011,0.024419403,343.44
gzPickleV2,datetime64,100000,1.685562611,0.026619816,387.47
gzPickleV2,floatToInt,100000,0.240783787,0.018379211,295.72
gzPickleV2,roundFloat,100000,0.794184589,0.024469185,335.96
pd_msgpack_zlib,category,100000,0.025451994,0.00793581,62.63
pd_msgpack_zlib,float64,100000,0.191957235,0.022219419,750.85
pd_msgpack_zlib,text,100000,0.117517185,0.070619011,586.26
pd_msgpack_zlib,ones,100000,0.017707396,0.004028797,0.72
pd_msgpack_zlib,int64,100000,0.491010427,0.016358805,344.98
pd_msgpack_zlib,datetime64,100000,0.296197987,0.018720007,392.26
pd_msgpack_zlib,floatToInt,100000,0.234181595,0.012831211,295.39
pd_msgpack_zlib,roundFloat,100000,0.498954391,0.016324186,337.64
pd_msgpack,category,100000,0.006813383,0.005828428,98.31
pd_msgpack,float64,100000,0.034176779,0.005148554,781.56
pd_msgpack,text,100000,0.118802834,0.070577812,586.24
pd_msgpack,ones,100000,0.016280413,0.00353837,390.93
pd_msgpack,int64,100000,0.032171965,0.005137205,781.55
pd_msgpack,datetime64,100000,0.0345366,0.005409241,781.57
pd_msgpack,floatToInt,100000,0.016797161,0.003587198,390.93
pd_msgpack,roundFloat,100000,0.031851006,0.005146599,781.56
pd_Pickle,category,100000,0.006658602,0.002386236,98.66
pd_Pickle,float64,100000,0.032454395,0.00429759,781.92
pd_Pickle,text,100000,0.427693605,0.251336813,1074.44
pd_Pickle,ones,100000,0.016395187,0.002781582,391.29
pd_Pickle,int64,100000,0.032502604,0.004316378,781.91
pd_Pickle,datetime64,100000,0.031694221,0.004371166,781.93
pd_Pickle,floatToInt,100000,0.016185188,0.002761221,391.29
pd_Pickle,roundFloat,100000,0.032729626,0.004265976,781.92
PickleV0,category,100000,0.08316102,0.015903187,369.76
PickleV0,float64,100000,0.437952614,0.077735996,2315.37
PickleV0,text,100000,2.405282021,2.402790594,1552.95
PickleV0,ones,100000,0.339795208,0.047648811,1563.55
PickleV0,int64,100000,0.589696026,0.093776369,2886.39
PickleV0,datetime64,100000,0.531981993,0.08826561,2684.8
PickleV0,floatToInt,100000,0.272799397,0.045536995,1343.26
PickleV0,roundFloat,100000,0.404553986,0.071788788,2212.21
PickleV1,category,100000,0.010660839,0.004393005,98.81
PickleV1,float64,100000,0.035750437,0.005280399,782.05
PickleV1,text,100000,2.451664972,1.359336233,1074.63
PickleV1,ones,100000,0.019646406,0.003970003,391.42
PickleV1,int64,100000,0.034455776,0.005266619,782.04
PickleV1,datetime64,100000,0.035409975,0.005376387,782.07
PickleV1,floatToInt,100000,0.019236374,0.003990364,391.42
PickleV1,roundFloat,100000,0.03599658,0.005277395,782.05
PickleV2,category,100000,0.010459375,0.004066992,98.71
PickleV2,float64,100000,0.035381603,0.005035973,781.97
PickleV2,text,100000,2.459218597,1.364035368,1074.54
PickleV2,ones,100000,0.019637966,0.004047394,391.34
PickleV2,int64,100000,0.035424805,0.005096006,781.96
PickleV2,datetime64,100000,0.034886026,0.005187178,781.99
PickleV2,floatToInt,100000,0.019142389,0.003788185,391.34
PickleV2,roundFloat,100000,0.034315014,0.005069971,781.97
pd_hdf5_table,category,100000,0.302436829,0.10495801,1054.66
pd_hdf5_table,float64,100000,0.203590012,0.041081762,1664.88
pd_hdf5_table,text,100000,0.281654024,0.084702826,1280.75
pd_hdf5_table,ones,100000,0.193917227,0.040318012,1280.79
pd_hdf5_table,int64,100000,0.199860191,0.040686989,1664.87
pd_hdf5_table,datetime64,100000,0.197139025,0.042422199,1664.88
pd_hdf5_table,floatToInt,100000,0.193914604,0.039747572,1280.8
pd_hdf5_table,roundFloat,100000,0.200146198,0.040746975,1664.88
pd_json_split,category,100000,0.37587719,38.01398959,2723.53
pd_json_split,float64,100000,0.766844797,18.80999417,3249.94
pd_json_split,text,100000,0.365587187,38.12655997,2332.9
pd_json_split,ones,100000,0.338828802,34.38632441,1844.62
pd_json_split,int64,100000,0.487804604,34.4571444,2468.15
pd_json_split,datetime64,100000,1.202854633,34.5809906,3602.43
pd_json_split,floatToInt,100000,0.462200403,34.3222064,2892.06
pd_json_split,roundFloat,100000,0.76650877,18.85273538,2980.2
pd_csv,category,100000,0.534606218,0.215934181,1063.38
pd_csv,float64,100000,0.803818226,0.288140011,2055.72
pd_csv,text,100000,0.535757208,0.310964584,1063.38
pd_csv,ones,100000,0.544672632,0.267657804,770.41
pd_csv,int64,100000,0.640681601,0.293861008,1296.28
pd_csv,datetime64,100000,2.583212996,0.502440023,3504.79
pd_csv,floatToInt,100000,0.605072212,0.283357763,1231.92
pd_csv,roundFloat,100000,0.729791975,0.234973192,1320.05
pd_json_index,category,100000,0.380596828,37.9592104,2723.53
pd_json_index,float64,100000,0.759816599,18.80692697,3249.94
pd_json_index,text,100000,0.36698761,38.05248623,2332.9
pd_json_index,ones,100000,0.339051437,34.261204,1844.62
pd_json_index,int64,100000,0.486469603,34.38821478,2468.15
pd_json_index,datetime64,100000,1.210047007,34.55591483,3602.43
pd_json_index,floatToInt,100000,0.461865807,34.34888401,2892.06
pd_json_index,roundFloat,100000,0.76717701,18.81191483,2980.2
pd_hdf5_fixed,category,100000,,,
pd_hdf5_fixed,float64,100000,0.103112984,0.027234983,1569.54
pd_hdf5_fixed,text,100000,0.465158796,0.138047647,2888.19
pd_hdf5_fixed,ones,100000,0.073814011,0.026626825,1178.91
pd_hdf5_fixed,int64,100000,0.087665606,0.027318001,1569.54
pd_hdf5_fixed,datetime64,100000,0.086124229,0.02836442,1569.54
pd_hdf5_fixed,floatToInt,100000,0.075397396,0.026626396,1178.91
pd_hdf5_fixed,roundFloat,100000,0.087436199,0.028008842,1569.54
lzmaPickleV2,category,100000,1.313591194,0.037970829,69.44
lzmaPickleV2,float64,100000,7.815522003,0.316084814,894.28
lzmaPickleV2,text,100000,5.491990614,2.169027996,57.63
lzmaPickleV2,ones,100000,1.162947798,0.056767607,0.96
lzmaPickleV2,int64,100000,10.28580203,0.208058596,373.34
lzmaPickleV2,datetime64,100000,8.248685169,0.305652189,478.37
lzmaPickleV2,floatToInt,100000,4.417796421,0.136442995,321.53
lzmaPickleV2,roundFloat,100000,6.919092226,0.177986193,367.89
pd_json_records,category,500000,2.054123211,192.017357,14051.65
pd_json_records,float64,500000,3.93488903,94.83471441,16683.43
pd_json_records,text,500000,1.972789574,191.0321572,12098.53
pd_json_records,ones,500000,1.843093205,172.7213074,9657.12
pd_json_records,int64,500000,2.56991539,172.8510218,12776.63
pd_json_records,datetime64,500000,6.158830595,173.5527442,18446.18
pd_json_records,floatToInt,500000,2.582994795,173.228557,14894.95
pd_json_records,roundFloat,500000,3.981607819,95.0799624,15336.01
cPickle,category,500000,0.378536224,0.346479368,1841.95
cPickle,float64,500000,2.153843212,2.188551807,11572.62
cPickle,text,500000,3.532047987,3.069896603,8193.39
cPickle,ones,500000,1.65549221,1.446715832,7813.44
cPickle,int64,500000,2.904177618,2.710198784,14429.8
cPickle,datetime64,500000,2.630574226,2.530404615,13418.58
cPickle,floatToInt,500000,1.339700603,1.262901592,6711.97
cPickle,roundFloat,500000,1.984523392,2.082576609,11051.04
pd_msgpack_blosc,category,500000,0.041218376,0.015897179,489
pd_msgpack_blosc,float64,500000,0.219603395,0.038601637,3782.85
pd_msgpack_blosc,text,500000,0.575337791,0.308740377,2930.02
pd_msgpack_blosc,ones,500000,0.010577393,0.007131004,8.21
pd_msgpack_blosc,int64,500000,0.157714033,0.04347558,2777.07
pd_msgpack_blosc,datetime64,500000,0.044035006,0.024997187,288.19
pd_msgpack_blosc,floatToInt,500000,0.100262213,0.015324831,1777.36
pd_msgpack_blosc,roundFloat,500000,0.200585222,0.042661381,3652.18
gzPickleV2,category,500000,0.134528589,0.023236799,311.43
gzPickleV2,float64,500000,0.984352398,0.119178772,3753.26
gzPickleV2,text,500000,58.31001282,21.34260759,1471.7
gzPickleV2,ones,500000,0.084716988,0.024876785,2.52
gzPickleV2,int64,500000,16.93543081,0.092964029,1712.63
gzPickleV2,datetime64,500000,22.31734343,0.102714014,1894.7
gzPickleV2,floatToInt,500000,1.17634058,0.065390158,1475.78
gzPickleV2,roundFloat,500000,3.983367395,0.093366575,1674
pd_msgpack_zlib,category,500000,0.120637989,0.026252413,310.96
pd_msgpack_zlib,float64,500000,0.964054203,0.101541996,3752.9
pd_msgpack_zlib,text,500000,0.566919184,0.308943176,2930.01
pd_msgpack_zlib,ones,500000,0.072484398,0.011309242,2.23
pd_msgpack_zlib,int64,500000,2.458146381,0.07014761,1721.64
pd_msgpack_zlib,datetime64,500000,1.754305792,0.080559015,1833.32
pd_msgpack_zlib,floatToInt,500000,1.16631341,0.055312014,1475.4
pd_msgpack_zlib,roundFloat,500000,2.5141078,0.070238209,1684.27
pd_msgpack,category,500000,0.021120405,0.015585995,488.94
pd_msgpack,float64,500000,0.142419815,0.018725443,3906.56
pd_msgpack,text,500000,0.570567799,0.308872604,2929.99
pd_msgpack,ones,500000,0.072937822,0.010798216,1953.43
pd_msgpack,int64,500000,0.141522217,0.018819809,3906.55
pd_msgpack,datetime64,500000,0.141764593,0.018781805,3906.57
pd_msgpack,floatToInt,500000,0.075191593,0.010831785,1953.43
pd_msgpack,roundFloat,500000,0.13943181,0.018738031,3906.56
pd_Pickle,category,500000,0.020022202,0.003527594,489.28
pd_Pickle,float64,500000,0.138182163,0.013667822,3906.92
pd_Pickle,text,500000,2.25275259,1.244765425,5372.09
pd_Pickle,ones,500000,0.069534779,0.006208611,1953.79
pd_Pickle,int64,500000,0.133963203,0.013855982,3906.91
pd_Pickle,datetime64,500000,0.133550215,0.013942814,3906.93
pd_Pickle,floatToInt,500000,0.06936121,0.006113005,1953.79
pd_Pickle,roundFloat,500000,0.132270002,0.013706779,3906.92
PickleV0,category,500000,0.382166004,0.058974791,1842.1
PickleV0,float64,500000,2.156980562,0.355614567,11572.73
PickleV0,text,500000,12.08957319,11.89655442,8193.57
PickleV0,ones,500000,1.653515816,0.214193821,7813.55
PickleV0,int64,500000,2.902800608,0.435446978,14429.92
PickleV0,datetime64,500000,2.632054567,0.417600012,13418.71
PickleV0,floatToInt,500000,1.340099812,0.204170609,6712.08
PickleV0,roundFloat,500000,1.984065008,0.33486681,11051.15
PickleV1,category,500000,0.026791811,0.005217409,489.44
PickleV1,float64,500000,0.138784599,0.012186623,3907.05
PickleV1,text,500000,12.2794476,6.754940224,5372.29
PickleV1,ones,500000,0.074030399,0.006101799,1953.92
PickleV1,int64,500000,0.140608406,0.012272835,3907.04
PickleV1,datetime64,500000,0.140184212,0.012450027,3907.07
PickleV1,floatToInt,500000,0.075581169,0.006139565,1953.92
PickleV1,roundFloat,500000,0.138859987,0.012276793,3907.05
PickleV2,category,500000,0.023936796,0.00489521,489.34
PickleV2,float64,500000,0.138697577,0.011775017,3906.97
PickleV2,text,500000,12.3180624,6.76789279,5372.2
PickleV2,ones,500000,0.075122976,0.005789375,1953.84
PickleV2,int64,500000,0.14043417,0.011831617,3906.96
PickleV2,datetime64,500000,0.140145779,0.011949778,3906.99
PickleV2,floatToInt,500000,0.075531197,0.005781794,1953.84
PickleV2,roundFloat,500000,0.140325403,0.011814404,3906.97
pd_hdf5_table,category,500000,1.974514627,0.123733807,4797.55
pd_hdf5_table,float64,500000,1.938930416,0.05691762,8162.19
pd_hdf5_table,text,500000,2.343632984,0.265983009,6175.73
pd_hdf5_table,ones,500000,1.915606594,0.052242041,6175.77
pd_hdf5_table,int64,500000,1.950114441,0.058415413,8162.18
pd_hdf5_table,datetime64,500000,1.939953995,0.064349604,8162.19
pd_hdf5_table,floatToInt,500000,1.917600822,0.052309179,6175.78
pd_hdf5_table,roundFloat,500000,1.942952204,0.05680418,8162.19
pd_json_split,category,500000,2.024627781,190.8996278,14051.65
pd_json_split,float64,500000,3.975909996,94.92884183,16683.43
pd_json_split,text,500000,1.980218029,191.0342538,12098.53
pd_json_split,ones,500000,1.906377363,172.3327634,9657.12
pd_json_split,int64,500000,2.573408175,172.6006742,12776.63
pd_json_split,datetime64,500000,6.163979197,173.5555592,18446.18
pd_json_split,floatToInt,500000,2.458515978,172.928856,14894.95
pd_json_split,roundFloat,500000,3.985879421,94.81662622,15336.01
pd_csv,category,500000,2.701444578,1.042801428,5750.88
pd_csv,float64,500000,4.051028013,1.393197393,10712.26
pd_csv,text,500000,2.750223398,1.720590019,5750.88
pd_csv,ones,500000,2.699672604,1.241205597,4286.03
pd_csv,int64,500000,3.1768466,1.427335167,6917.26
pd_csv,datetime64,500000,12.7057488,2.692841816,17957.91
pd_csv,floatToInt,500000,3.023711824,1.409406996,6594.18
pd_csv,roundFloat,500000,3.651187992,1.145833206,7035.24
pd_json_index,category,500000,2.025760174,190.8573542,14051.65
pd_json_index,float64,500000,3.97924881,94.73473463,16683.43
pd_json_index,text,500000,1.982695007,191.054765,12098.53
pd_json_index,ones,500000,1.847975206,172.558379,9657.12
pd_json_index,int64,500000,2.573641014,172.713141,12776.63
pd_json_index,datetime64,500000,6.179377413,173.9165566,18446.18
pd_json_index,floatToInt,500000,2.454400778,173.1091008,14894.95
pd_json_index,roundFloat,500000,3.980989027,94.76391439,15336.01
pd_hdf5_fixed,category,500000,,,
pd_hdf5_fixed,float64,500000,0.364831591,0.035906363,7819.54
pd_hdf5_fixed,text,500000,2.225474215,0.587996006,10310.84
pd_hdf5_fixed,ones,500000,0.223124981,0.03307519,5866.41
pd_hdf5_fixed,int64,500000,0.287216616,0.035490179,7819.54
pd_hdf5_fixed,datetime64,500000,0.286422157,0.039195204,7819.54
pd_hdf5_fixed,floatToInt,500000,0.223492384,0.033157396,5866.41
pd_hdf5_fixed,roundFloat,500000,0.300198984,0.035438824,7819.54
lzmaPickleV2,category,500000,7.89460063,0.157632589,335.84
lzmaPickleV2,float64,500000,49.517799,1.519090223,4404.75
lzmaPickleV2,text,500000,38.17272401,10.8649096,373.91
lzmaPickleV2,ones,500000,5.671414995,0.254839039,1.88
lzmaPickleV2,int64,500000,60.3623064,0.96156559,1831.21
lzmaPickleV2,datetime64,500000,49.14840341,1.230969381,2043.75
lzmaPickleV2,floatToInt,500000,27.61065378,0.622204399,1560.46
lzmaPickleV2,roundFloat,500000,41.55707898,0.807280779,1766
